borough,buildingClassCategory,address,zipcode,residentialUnits,landSqft,yearBuilt,salePrice,employed,unemployed,incomeAbove100k,incomeBelow100k
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,104 RUSSEK DRIVE,10312,1,"2,340",1981,725000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,76 ELSON STREET,10314,1,"2,340",1986,374676,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,531 GREAVES AVENUE,10308,1,"2,340",1990,470000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,46 PENTON STREET,10309,1,"2,340",2002,550000,213734,8585,55180,173430
Bronx County,01 ONE FAMILY DWELLINGS,2052 BATHGATE AVENUE,10457,1,"2,340",1910,289000,565642,32035,44610,621050
Bronx County,03 THREE FAMILY DWELLINGS,902 MAGENTA STREET,10469,3,"2,340",1960,800000,565642,32035,44610,621050
Bronx County,02 TWO FAMILY DWELLINGS,2408 MICKLE AVENUE,10469,2,"2,340",1940,650000,565642,32035,44610,621050
Bronx County,01 ONE FAMILY DWELLINGS,3060 LASALLE AVENUE,10461,1,"2,340",1925,635000,565642,32035,44610,621050
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,32 EAST 29TH STREET,11226,1,"2,339",1901,544430,1149461,48699,188640,1067440
Queens County,03 THREE FAMILY DWELLINGS,25-72 99TH STREET,11369,3,"2,338",1925,975000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,14326 GLASSBORO AVENUE,11435,2,"2,338",1920,560000,1099996,39401,166650,1015040
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,425 PATTERSON AVENUE,10305,1,"2,338",2000,639000,213734,8585,55180,173430
Bronx County,01 ONE FAMILY DWELLINGS,1978 CROTONA AVENUE,10457,1,"2,338",1920,500000,565642,32035,44610,621050
Bronx County,02 TWO FAMILY DWELLINGS,2442 DORSEY STREET,10461,2,"2,338",1965,795000,565642,32035,44610,621050
Richmond County (Staten Island),02 TWO FAMILY DWELLINGS,84 CRABTREE AVENUE,10309,2,"2,337",2010,685000,213734,8585,55180,173430
Bronx County,02 TWO FAMILY DWELLINGS,287 EAST 161 STREET,10451,2,"2,336",1925,1300000,565642,32035,44610,621050
Queens County,01 ONE FAMILY DWELLINGS,85-03 55TH AVENUE,11373,1,"2,335",1925,843000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,"145-02 111TH AVE.,",11435,1,"2,335",1930,635000,1099996,39401,166650,1015040
Bronx County,01 ONE FAMILY DWELLINGS,1907 PITMAN AVENUE,10466,1,"2,335",1965,499999,565642,32035,44610,621050
Queens County,01 ONE FAMILY DWELLINGS,84-18 DORAN AVENUE,11385,1,"2,334",1940,700000,1099996,39401,166650,1015040
Queens County,03 THREE FAMILY DWELLINGS,86-44 103RD AVENUE,11417,3,"2,334",1930,1080000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,95-24 105TH STREET,11416,2,"2,334",1910,815000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,18-42 120TH STREET,11356,2,"2,333",1910,839000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,110-05 160TH STREET,11433,1,"2,333",1925,495000,1099996,39401,166650,1015040
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,287 BRISTOL STREET,11212,2,"2,333",2002,735000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,115 ESSEX STREET,11208,2,"2,333",1910,788000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,1172 79TH STREET,11228,2,"2,333",1920,999000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,415 NEWPORT STREET,11207,2,"2,333",1928,254000,1149461,48699,188640,1067440
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,174 MACFARLAND AVENUE,10305,1,"2,333",1960,530000,213734,8585,55180,173430
Bronx County,02 TWO FAMILY DWELLINGS,3015 KINGSBRIDGE TERRACE,10463,2,"2,333",1920,460000,565642,32035,44610,621050
Queens County,03 THREE FAMILY DWELLINGS,106-53 150TH STREET,11435,3,"2,331",1899,125000,1099996,39401,166650,1015040
Bronx County,01 ONE FAMILY DWELLINGS,510 REYNOLDS AVE,10465,1,"2,331",1960,415000,565642,32035,44610,621050
Queens County,01 ONE FAMILY DWELLINGS,448 BEACH 47 STREET,11691,1,"2,330",2005,210000,1099996,39401,166650,1015040
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,68 SULLIVAN STREET,11231,2,"2,330",1940,650000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,958 56TH STREET,11219,2,"2,329",1925,1500000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,494 SCHROEDERS AVENUE,11239,1,"2,329",2017,496988,1149461,48699,188640,1067440
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,437 QUINTARD STREET,10305,1,"2,329",1997,538000,213734,8585,55180,173430
Queens County,01 ONE FAMILY DWELLINGS,24-45 GILLMORE STREET,11369,1,"2,328",1925,574847,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,151-53 24TH AVENUE,11357,1,"2,328",1955,670000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,87-44 108TH STREET,11418,1,"2,328",1920,460000,1099996,39401,166650,1015040
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,"278 HENRY STREET, 2",11201,2,"2,328",1901,4500000,1149461,48699,188640,1067440
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,116 EAST MACON AVENUE,10308,1,"2,328",1970,512000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,91 WASHINGTON AVENUE,10314,1,"2,328",1980,655000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,91 WASHINGTON AVENUE,10314,1,"2,328",1980,705000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,721 RAMONA AVENUE,10309,1,"2,328",2001,600000,213734,8585,55180,173430
Bronx County,01 ONE FAMILY DWELLINGS,3328 TIEMANN AVE,10469,1,"2,328",1950,525000,565642,32035,44610,621050
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,267 COLON AVENUE,10308,1,"2,327",1978,553750,213734,8585,55180,173430
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,384 LINDEN BLVD,11203,1,"2,326",1920,725000,1149461,48699,188640,1067440
Queens County,01 ONE FAMILY DWELLINGS,336 BEACH 41ST STREET,11691,1,"2,325",2005,360000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,31-53 14TH STREET,11106,2,"2,325",1901,970000,1099996,39401,166650,1015040
Queens County,03 THREE FAMILY DWELLINGS,111-57 44TH AVENUE,11368,3,"2,325",1915,826000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,59-36 155TH STREET,11355,1,"2,325",1925,940000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,32-19 86TH STREET,11369,2,"2,325",1940,1250000,1099996,39401,166650,1015040
Queens County,03 THREE FAMILY DWELLINGS,61-40 56TH AVENUE,11378,3,"2,325",1910,900000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,135-33 94TH STREET,11417,1,"2,325",1925,630000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,107-32 123 STREET,11419,2,"2,325",1920,750000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,107-48 123RD STREET,11419,2,"2,325",1920,820000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,119-36 GUY R BREWER BLVD,11434,1,"2,325",1998,540000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,119-36 GUY R. BREWER BLVD.,11434,1,"2,325",1998,365000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,168-33 104TH AVENUE,11433,1,"2,325",1920,520000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,172-15 143RD ROAD,11434,1,"2,325",1940,480000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,149-17 WILLETS POINT BOULEVARD,11357,1,"2,325",1960,810000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,91-28 79TH STREET,11421,1,"2,325",1920,680000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,91-04 79TH STREET,11421,2,"2,325",1920,788000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,39-40 64TH STREET,11377,2,"2,325",1925,1120000,1099996,39401,166650,1015040
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,147 70TH STREET,11209,2,"2,325",1925,998000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,8513 11TH AVENUE,11228,1,"2,325",1920,750000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,8513 11TH AVENUE,11228,1,"2,325",1920,775000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,2610 ATLANTIC AVENUE,11207,2,"2,325",1910,1150000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,423 NEWPORT ST,11207,2,"2,325",1901,880000,1149461,48699,188640,1067440
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,552 HINSDALE STREET,11207,3,"2,325",2005,888000,1149461,48699,188640,1067440
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,112 OAK STREET,11222,3,"2,325",1925,3150000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,2159 EAST 38TH STREET,11234,2,"2,325",1955,775000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,2071 EAST 1ST STREET,11223,1,"2,325",1925,2627000,1149461,48699,188640,1067440
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,35 CORAL COURT,10308,1,"2,325",2000,655000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,195 PELTON AVENUE,10310,1,"2,325",1930,470000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,64 HAUGHWOUT AVENUE,10302,1,"2,325",1920,425000,213734,8585,55180,173430
Richmond County (Staten Island),02 TWO FAMILY DWELLINGS,22 MALIBU COURT,10309,2,"2,325",2012,730000,213734,8585,55180,173430
Bronx County,01 ONE FAMILY DWELLINGS,1175 EAST 223 STREET,10466,1,"2,325",1950,385000,565642,32035,44610,621050
Bronx County,02 TWO FAMILY DWELLINGS,305 THIERIOT AVENUE,10473,2,"2,325",2001,640000,565642,32035,44610,621050
Queens County,02 TWO FAMILY DWELLINGS,174-51 128TH AVENUE,11434,2,"2,324",2007,640000,1099996,39401,166650,1015040
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,76 ZOE STREET,10305,1,"2,323",1965,251000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,532 NUGENT AVENUE,10305,1,"2,323",1991,470000,213734,8585,55180,173430
Bronx County,01 ONE FAMILY DWELLINGS,3101 WISSMAN AVENUE,10465,1,"2,323",1940,200000,565642,32035,44610,621050
Queens County,02 TWO FAMILY DWELLINGS,101-31 116TH STREET,11419,2,"2,321",1920,600000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,88-55 77 STREET,11421,2,"2,321",1920,890000,1099996,39401,166650,1015040
Bronx County,02 TWO FAMILY DWELLINGS,850 EAST 216 STREET,10467,2,"2,321",1950,605000,565642,32035,44610,621050
Queens County,02 TWO FAMILY DWELLINGS,128-10 18TH AVENUE,11356,2,"2,320",1925,830000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,130-11 LEFFERTS BOULEVARD,11420,1,"2,320",1925,700000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,129-42 135TH STREET,11420,1,"2,320",1920,488000,1099996,39401,166650,1015040
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,8645 14TH AVENUE,11228,2,"2,320",1930,1280000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,8622 15TH AVE,11228,2,"2,320",1930,825000,1149461,48699,188640,1067440
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,30 BAY 7TH STREET,11228,3,"2,320",1930,1050000,1149461,48699,188640,1067440
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,8626 15TH AVENUE,11228,3,"2,320",1935,600000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,726 FOSTER AVENUE,11230,1,"2,320",1920,1390000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,1720 EAST 8TH ST,11223,1,"2,320",1920,940000,1149461,48699,188640,1067440
Richmond County (Staten Island),02 TWO FAMILY DWELLINGS,23 NUNZIE COURT,10303,2,"2,320",2005,425000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,26 NEUTRAL AVENUE,10306,1,"2,320",2019,616041,213734,8585,55180,173430
Queens County,02 TWO FAMILY DWELLINGS,78-05 86TH AVENUE,11421,2,"2,319",1915,450000,1099996,39401,166650,1015040
Bronx County,01 ONE FAMILY DWELLINGS,930 TIFFANY STREET,10459,1,"2,319",1982,470000,565642,32035,44610,621050
Queens County,01 ONE FAMILY DWELLINGS,57 WINTER STREET,11375,1,"2,318",1935,1515000,1099996,39401,166650,1015040
Bronx County,01 ONE FAMILY DWELLINGS,447 BEACH AVENUE,10473,1,"2,318",1935,500000,565642,32035,44610,621050
manhattan,01 ONE FAMILY DWELLINGS,169 1 AVENUE,10003,1,2317,1901,14000000,#N/A,#N/A,#N/A,#N/A
Queens County,01 ONE FAMILY DWELLINGS,87-27 69TH AVE,11375,1,"2,317",1925,865000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,87-12 ELIOT AVENUE,11374,1,"2,317",1930,800000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,115-11 95TH AVENUE,11419,2,"2,317",1915,680000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,119-08 LIBERTY AVENUE,11419,2,"2,317",1930,5700000,1099996,39401,166650,1015040
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,443 ATKINS AVENUE,11208,2,"2,317",1910,517000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,669 E 48TH STREET,11203,1,"2,317",1950,550000,1149461,48699,188640,1067440
Richmond County (Staten Island),02 TWO FAMILY DWELLINGS,97 ANN STREET,10302,2,"2,317",1899,332592,213734,8585,55180,173430
Bronx County,02 TWO FAMILY DWELLINGS,2424 HUGHES AVENUE,10458,2,"2,317",1899,895000,565642,32035,44610,621050
Bronx County,02 TWO FAMILY DWELLINGS,4346 EDSON AVENUE,10466,2,"2,317",1925,615000,565642,32035,44610,621050
Queens County,02 TWO FAMILY DWELLINGS,10425 95TH AVENUE,11416,2,"2,315",1920,699000,1099996,39401,166650,1015040
Queens County,03 THREE FAMILY DWELLINGS,101-07 134TH STREET,11419,3,"2,315",2006,1250000,1099996,39401,166650,1015040
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,49 ST MARYS AVENUE,10305,1,"2,315",2019,733140,213734,8585,55180,173430
Queens County,02 TWO FAMILY DWELLINGS,35-49 10TH STREET,11106,2,"2,313",1920,999900,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,84-25 DORAN AVENUE,11385,1,"2,313",1940,705000,1099996,39401,166650,1015040
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,155 LEFFERTS PLACE,11238,2,"2,313",1899,1100000,1149461,48699,188640,1067440
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,460 ENGLEWOOD AVENUE,10309,1,"2,313",2000,471510,213734,8585,55180,173430
Richmond County (Staten Island),02 TWO FAMILY DWELLINGS,416 ENGLEWOOD AVENUE,10309,2,"2,313",2000,645000,213734,8585,55180,173430
Bronx County,02 TWO FAMILY DWELLINGS,1628 MACOMBS ROAD,10453,2,"2,313",1920,265000,565642,32035,44610,621050
Bronx County,02 TWO FAMILY DWELLINGS,4229 BOYD AVENUE,10466,2,"2,313",1930,417500,565642,32035,44610,621050
Queens County,02 TWO FAMILY DWELLINGS,24-31 ERICSSON STREET,11369,2,"2,312",1925,225000,1099996,39401,166650,1015040
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,17 BRIGHTON STREET,10307,1,"2,312",2005,527000,213734,8585,55180,173430
Bronx County,02 TWO FAMILY DWELLINGS,848 EAST 231 STREET,10466,2,"2,312",1965,685000,565642,32035,44610,621050
Queens County,01 ONE FAMILY DWELLINGS,129-15 135TH STREET,11420,1,"2,311",1935,400000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,129-41 135TH STREET,11420,1,"2,311",1925,543251,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,12949 135 ST,11420,1,"2,311",1925,600000,1099996,39401,166650,1015040
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,1892 BROADWAY,11207,3,"2,311",1925,267264,1149461,48699,188640,1067440
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,8112 BAY 16 STREET,11214,3,"2,310",2002,1700000,1149461,48699,188640,1067440
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,752 TOMPKINS AVE,10305,1,"2,310",1975,580000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,754 TOMPKINS AVENUE,10305,1,"2,310",1975,365000,213734,8585,55180,173430
Bronx County,01 ONE FAMILY DWELLINGS,1430 STADIUM AVENUE,10465,1,"2,310",1960,575000,565642,32035,44610,621050
Bronx County,02 TWO FAMILY DWELLINGS,6029 DELAFIELD AVENUE,10471,2,"2,310",1940,720000,565642,32035,44610,621050
Bronx County,01 ONE FAMILY DWELLINGS,4247 BOYD AVENUE,10466,1,"2,310",1930,580000,565642,32035,44610,621050
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,1173 63RD STREET,11219,1,"2,309",1920,800000,1149461,48699,188640,1067440
Queens County,01 ONE FAMILY DWELLINGS,68-49 NANSEN STREET,11375,1,"2,308",1920,930000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,77-47 66TH ROAD,11379,1,"2,307",1925,425000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,77-47 66TH ROAD,11379,1,"2,307",1925,600000,1099996,39401,166650,1015040
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,1586 INDEPENDENCE AVENUE,11228,1,"2,307",1950,985000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,1852 EAST 3RD STREET,11223,2,"2,307",1925,1550000,1149461,48699,188640,1067440
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,14 SUMMERFIELD PLACE,10303,1,"2,307",2017,544764,213734,8585,55180,173430
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,464 RIDGEWOOD AVENUE,11208,2,"2,306",1920,889000,1149461,48699,188640,1067440
Richmond County (Staten Island),02 TWO FAMILY DWELLINGS,47 HEMLOCK STREET,10309,2,"2,306",1999,595000,213734,8585,55180,173430
Bronx County,02 TWO FAMILY DWELLINGS,1375 MERRY AVENUE,10461,2,"2,305",1950,860000,565642,32035,44610,621050
Queens County,02 TWO FAMILY DWELLINGS,70-09 67TH STREET,11385,2,"2,304",1930,880000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,13056 120TH STREET,11420,2,"2,304",1925,775000,1099996,39401,166650,1015040
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,9815 AVENUE L,11236,1,"2,304",1925,375000,1149461,48699,188640,1067440
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,50 FOREST STREET,10314,1,"2,304",1990,590000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,339 COLON AVENUE,10308,1,"2,304",1980,551500,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,184 GURLEY AVENUE,10308,1,"2,304",1992,512000,213734,8585,55180,173430
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,345 GRANT AVENUE,11208,2,"2,302",1910,743000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,325 GRANT AVENUE,11208,2,"2,302",1910,824000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,340 ELDERT LANE,11208,2,"2,302",1910,300000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,342 ELDERT LANE,11208,2,"2,302",1910,800000,1149461,48699,188640,1067440
Bronx County,02 TWO FAMILY DWELLINGS,1876 CEDAR AVE,10453,2,"2,302",1901,560000,565642,32035,44610,621050
Bronx County,02 TWO FAMILY DWELLINGS,1878 CEDAR AVENUE,10453,2,"2,302",1901,420000,565642,32035,44610,621050
Queens County,02 TWO FAMILY DWELLINGS,13-18 GIPSON STREET,11691,2,"2,301",1955,630000,1099996,39401,166650,1015040
manhattan,01 ONE FAMILY DWELLINGS,357 WEST 17TH STREET,10011,1,"2,300",1920,14999900,#N/A,#N/A,#N/A,#N/A
Queens County,02 TWO FAMILY DWELLINGS,21-11 23RD AVE,11105,2,"2,300",1920,1050000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,36-30 201ST STREET,11361,1,"2,300",1930,704000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,201-21 42ND AVENUE,11361,2,"2,300",1950,1150000,1099996,39401,166650,1015040
Queens County,03 THREE FAMILY DWELLINGS,210-10 41ST AVENUE,11361,3,"2,300",1955,828000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,139-29 PERSHING CRESCENT,11435,1,"2,300",1940,588000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,147-30 COOLIDGE AVENUE,11435,1,"2,300",1925,650000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,147-60 COOLIDGE AVE,11435,2,"2,300",1925,905000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,10-27 116TH STREET,11356,1,"2,300",1950,550000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,40-44 UTOPIA PARKWAY,11358,1,"2,300",1960,815000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,141-54 71ST ROAD,11367,1,"2,300",1940,500000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,95-07 68TH AVENUE,11375,1,"2,300",1940,838000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,61-28 185TH STREET,11365,2,"2,300",1940,970000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,78-22 62ND STREET,11385,1,"2,300",1920,636000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,80-37 CYPRESS AVENUE,11385,1,"2,300",1930,1195000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,62-53 80TH ROAD,11385,1,"2,300",1925,630000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,78-44 65TH STREET,11385,2,"2,300",1920,665000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,82-04 167TH STREET,11432,1,"2,300",1940,682000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,88-20 204TH STREET,11423,1,"2,300",1920,470000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,90-23 208TH STREET,11428,1,"2,300",1935,540000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,89-49 209 STREET,11427,1,"2,300",1940,550000,1099996,39401,166650,1015040
